delivery_id,route_id,distance_km,num_turns,intersections,road_type_encoded,time_of_day,traffic_density,weather_volatility,past_delay_t_1,past_delay_t_7,actual_delay_min,is_delayed_30m
DEL_1118,330,24.492340009182488,12,28,1,23,0.44975246858564855,0.3636425085378578,30.261826493632537,15.616531521227913,45.98633230085546,1
DEL_1119,140,39.84362073250678,8,47,2,7,0.9212743388445814,0.2228907641888947,10.481741997207955,0.32881290211409864,82.65704978871888,1
DEL_1120,127,43.366322972225426,22,54,2,5,0.23128172837926106,0.28558588272436153,5.97526312061789,16.656682158992936,66.30100715121114,1
DEL_1121,234,29.374088819754192,10,36,2,19,0.9196223105726525,0.35031980120440753,14.733358533862628,3.9916110267949723,79.05937442635488,1
DEL_1122,300,39.12202814252266,18,44,1,13,0.5572633098146229,0.4914092844862235,14.469619368082174,5.544441941047927,69.63736981836121,1
DEL_1123,427,18.81070309375565,7,13,2,7,0.931764046753627,0.12177005044192907,0.5292230421745748,10.430347764691343,65.04063439282582,1
DEL_1124,367,23.67370469300352,10,20,2,5,0.26168810370967843,0.21627184689647905,41.904807893151116,11.313199559485456,61.49022559347458,1
DEL_1125,132,37.074995429757394,17,50,2,11,0.2639704080351881,0.19196616499937727,15.431827908628096,6.560639381230579,64.45622127831959,1
DEL_1126,147,22.37953967676638,17,30,1,8,0.8932912217260545,0.5918008474973468,0.09734373744361603,33.34790807804339,73.60055146406125,1
DEL_1127,161,31.482722082154496,15,33,0,6,0.31328702629226046,0.16363303576073393,48.14658710563524,23.450670797659978,57.43654978208552,1
DEL_1128,315,13.341775058713017,14,12,1,12,0.38636140424733045,0.25630652052915814,45.75312883901492,3.059273080512191,37.460248799907674,1
DEL_1129,392,31.98970917367241,18,46,2,15,0.31115887018178434,0.11942592771603353,43.759293815230784,10.667322986311566,59.867143699473,1
DEL_1130,198,43.768116825210214,27,49,2,7,0.8302490175196432,0.28821107689092257,32.9597046469262,15.317877140524969,97.14240117348197,1
DEL_1131,271,44.08878379205415,24,54,2,13,0.1944268844278638,0.5139149129735952,3.0618100146091667,2.934606390670643,65.7862556887827,1
DEL_1132,459,37.59549828482928,21,54,1,15,0.16977085971686492,0.2865388952259611,56.69709740676795,0.22347308350340167,68.96292285257367,1
DEL_1133,313,38.55890205842567,14,56,0,19,0.8815060073813262,0.28562890296794147,21.528012344903253,44.56029898379902,85.19057399928444,1
DEL_1134,134,30.106735031781533,12,51,0,5,0.2403082283519182,0.26212326259566193,15.356344569258063,38.140990313307945,57.99364273201528,1
DEL_1135,326,31.310064057462114,15,25,1,22,0.1857042951554839,0.24214060129459247,42.88412846973512,4.634087077735824,59.028549219786356,1
DEL_1136,200,11.01427616347331,4,19,1,3,0.22897521334775353,0.40998765375533014,7.196865096847401,3.279273873305196,34.3989026985883,1
DEL_1137,230,24.97366347895855,15,32,2,3,0.13790200474991834,0.512188466638257,40.185162579649294,2.0155531778949998,53.93311578693198,1
DEL_1138,356,25.28493277488637,14,28,0,2,0.27077968149653353,0.3416122255759749,13.959059030410494,13.944214238022015,36.102897435864804,1
DEL_1139,104,48.132402605048306,24,59,1,9,0.8233017289281104,0.2223260568146576,12.987435418384196,16.892259295519267,90.38416698101636,1
DEL_1140,317,24.398908818048024,14,25,0,5,0.5722857074705596,0.35699970844262197,15.574817028175042,6.545052658959316,56.36867483860905,1
DEL_1141,354,29.720419020624092,11,48,1,17,0.9061373171638705,0.3836649854514549,21.046136308592324,3.3376834954859667,79.34554323850374,1
DEL_1142,497,28.99631296755961,19,28,1,12,0.11551148958584942,0.19907253702475927,8.829648210346232,7.146231524534469,46.10971368318936,1
DEL_1143,458,33.654277266994725,13,45,2,10,0.28118219166773684,0.4833546807788575,59.140561389711934,8.716957332667238,72.30776366293048,1
DEL_1144,382,38.670477409935316,23,45,1,3,0.5086121437283501,0.1311410195096304,1.3902645483139078,9.407472315486563,66.42323667322982,1
DEL_1145,492,15.126884427689246,6,18,0,7,0.7683280922622256,0.4145461287259851,36.770458890796235,7.030199505630281,51.95005475839039,1
DEL_1146,306,28.792598859429607,19,32,1,2,0.24586533529487156,0.3056648830410051,16.068887027640372,0.04488883490750281,68.85986827068581,1
DEL_1147,114,42.166296829221366,24,48,2,11,0.5594975705560896,0.037569311693458535,36.10527327379211,7.658858645816042,85.80329317850439,1
DEL_1148,445,25.840162122688017,8,37,2,12,0.24861463909731554,0.1619782939681203,6.901037638293067,5.119135269639586,53.710908385512504,1
DEL_1149,141,17.530589586810784,7,25,0,23,0.5851308419602278,0.1482586473431541,26.491264754162625,9.758367342449464,48.666684396084435,1
DEL_1150,479,34.46190839103346,11,48,2,22,0.5163178702154161,0.15426185510090018,14.356226344999229,0.8628327354807463,67.50287316852165,1
DEL_1151,278,42.06953281096053,14,45,1,22,0.44212495948668784,0.46626050595071905,26.677512650851938,25.362361153477714,70.88344250392153,1
DEL_1152,162,7.841313181732609,5,9,2,10,0.3991631367064433,0.39688483769562294,5.896136088497975,24.995710812499063,43.480670931464495,1
DEL_1153,451,39.95557175332522,20,47,1,8,0.915477444652038,0.39173083707186096,37.38824600351799,9.964533897646373,84.45248415595613,1
DEL_1154,330,41.974156983279705,16,47,1,3,0.46519921838756995,0.11335906004602823,38.70294498946781,16.03267648076198,79.12446490916324,1
DEL_1155,340,25.768531741487305,13,37,1,10,0.2735690649606426,0.13347090010975357,9.66030728146229,6.912985964519198,63.451700327570904,1
DEL_1156,151,49.24875455683103,18,60,1,7,0.8029332916306678,0.2681213254952949,7.670258301905218,10.707956572513302,88.43859792407567,1
DEL_1157,195,40.40187533182891,24,34,1,17,0.9562008903916763,0.3885867362263774,12.841843450885476,11.537785251085129,79.07241420562198,1
DEL_1158,487,39.81481542030496,16,57,0,2,0.24807705497036295,0.3692243570292397,3.350611175476507,5.241399835487989,47.44867492752045,1
DEL_1159,321,38.65273584854323,14,39,1,3,0.3645597339555864,0.2954670477921157,10.283924485351818,38.891056617126175,75.22854757304424,1
DEL_1160,330,11.777364644822331,2,20,0,16,0.9594390932496303,0.6818356029524405,34.06931920924768,11.07385499885585,73.28209060159809,1
DEL_1161,336,14.775389890385487,6,29,2,15,0.27175657755079474,0.18360629359795558,6.816112232085539,55.91743790673435,57.261667794967714,1
DEL_1162,242,25.879555915899125,14,39,2,6,0.335964977578598,0.11441207557861954,19.979865402549645,6.795442010501706,63.20041174046468,1
DEL_1163,270,16.880195748175964,9,24,1,1,0.47246306705215146,0.393099587207962,14.637535545152508,0.3942554171510555,47.20770966730563,1
DEL_1164,128,23.68584375503182,14,30,1,4,0.3296627820923377,0.313013087389444,4.544781126921983,4.321949069650199,36.14231853413319,1
DEL_1165,135,44.98088494653143,19,59,0,0,0.3530782358622162,0.05757682689721483,11.381786796064803,12.624903893918756,61.31574396113722,1
DEL_1166,112,42.094710134567116,25,54,1,21,0.4505730406052215,0.14500401446817987,28.718180087072202,28.94123464109903,86.80111650282804,1
DEL_1167,259,33.3517945315992,14,37,0,12,0.520807401581523,0.3732426360096913,12.142481009523621,11.459263728314038,53.01352515633536,1
DEL_1168,426,43.61541774129966,15,59,0,11,0.36343188892867595,0.5316581820512291,17.90263654246905,7.6585379040097425,63.55827777432552,1
DEL_1169,286,40.26975750577621,22,54,0,18,0.8140793599721158,0.12315854609852615,22.400793097702113,1.0102750361771444,74.53529100167015,1
DEL_1170,342,24.30432193284007,12,29,2,21,0.2767237217456645,0.5948077363294657,0.7599228827016085,1.876427141950938,49.257843573015144,1
DEL_1171,185,14.04793184224753,7,16,2,7,0.7122351039868325,0.15844342575466064,0.7892188566077191,0.6594234926690268,53.27251568546208,1
DEL_1172,383,28.139046800420264,11,31,2,7,0.887483641640784,0.17137155071656227,1.8318362604504905,14.903518994758874,77.91560983459658,1
DEL_1173,165,38.13029971378476,15,38,2,11,0.1878748683195645,0.053565934492189285,2.668974133949401,21.34077041327026,55.1039037009037,1
DEL_1174,269,24.638881942831684,14,30,2,3,0.5499839262482564,0.46431286368236485,25.025295868848453,2.1558223835481067,58.26457627641365,1
DEL_1175,144,35.004735940275374,20,44,0,6,0.2932870914311583,0.48139045737881153,8.579509972428863,4.720642348889217,39.70276311784525,1
DEL_1176,161,9.244734183096963,3,13,1,15,0.44907432738661734,0.1089517565718041,3.073344112962004,7.826542723958597,31.149851195466525,1
DEL_1177,233,38.66021313671315,27,44,2,21,0.385091761244969,0.501122877532375,11.38296653104743,1.8488197449397932,67.71947240160712,1
DEL_1178,383,41.57211289518779,19,53,1,17,0.8365829129127123,0.213775634720935,21.616976176758467,6.458183030895387,87.98218886728588,1
DEL_1179,127,36.807703510124355,10,41,1,5,0.4545393536731489,0.26478003140563044,2.263454064669971,40.874075808364765,58.224255092246246,1
DEL_1180,207,48.52686143868645,23,50,1,17,0.8012041751292438,0.39894538136825913,6.333125039177674,15.239136864231806,96.8741424381605,1
DEL_1181,143,42.19934258572882,20,52,1,3,0.5912362153981031,0.19526832181180753,3.2419576612204977,2.19167707432419,67.8260062900854,1
DEL_1182,439,45.639217754444225,29,59,1,20,0.30806383321802644,0.29851438884011094,15.592769937778664,1.2485308224308793,67.73396772784628,1
DEL_1183,385,47.01069875559416,25,54,2,8,0.9594069962443619,0.18546012433414535,2.2072400113527464,7.068708835753883,100.32353219224824,1
DEL_1184,430,41.06065963432138,21,53,0,12,0.5374336683182448,0.40676680129138526,22.78680719872407,53.02541027334346,81.87647148067717,1
DEL_1185,227,35.341647890292464,13,35,0,18,0.9948397477962752,0.5873647645863039,3.4945564918464185,18.916830030164746,80.13424165326573,1
DEL_1186,447,5.257336161235518,0,3,2,11,0.19457131636326877,0.19513716554546745,0.9058390522520834,4.162790229455973,18.774193564181733,0
DEL_1187,330,25.962158895040613,11,26,1,15,0.16645513654298563,0.12391237160932035,36.264657255900644,0.31958662327368526,39.15986412065006,1
DEL_1188,289,30.702303438006247,10,36,2,4,0.589126106591862,0.19334869031613933,6.079254001955929,6.357836916615726,62.594628933468165,1
DEL_1189,324,18.681362260159982,4,29,2,1,0.23517961777128524,0.25113936081095917,10.479796822634082,2.0999189408217918,36.24822314089562,1
DEL_1190,484,19.314700110656243,11,22,1,2,0.4786972499142511,0.5449576061173799,1.5969529700299636,2.385522133284869,45.94756166066187,1
DEL_1191,476,48.252173706957436,25,59,2,12,0.32483357723941886,0.09792295097131508,9.793376093750387,2.1251164937260825,79.91133108698358,1
DEL_1192,382,45.12698893412357,20,53,0,20,0.22028768735229706,0.5997423345675762,3.7762861807197723,15.258785287431946,45.55894700505856,1
DEL_1193,220,43.21305524757669,20,58,2,6,0.5566668998034865,0.20848158184877794,27.524248393524616,0.4379938529475256,86.6804787370282,1
DEL_1194,215,23.27053107677498,7,30,2,12,0.3319037508715562,0.5874824378570325,18.763578717328436,9.981544050626711,52.68860293098877,1
DEL_1195,332,5.616434768401154,2,4,2,15,0.38297769690954886,0.43023127016434326,16.328711082538945,16.757148953972855,45.42654766657019,1
DEL_1196,358,8.610001090507133,5,7,2,21,0.2112467417620125,0.10853095035345782,22.79816535744037,2.0410518033121705,33.38836064596943,1
DEL_1197,458,19.048836569792165,12,26,1,13,0.26207615633243997,0.17039649927542388,5.216114315567313,26.811382817496,48.348235978155266,1
DEL_1198,297,5.708431084805464,2,6,2,17,0.9999277559473729,0.032117614069220646,9.067399105927986,0.9762704226945655,51.10401768498882,1
